bar_index,datetime,direction,ml_conf,adx,entry,exit,outcome,position_notional,gross_pnl,fee,net_pnl,equity_after
130,2026-05-17 07:00:16.977000+00:00,BUY,0.686310887336731,37.38949974864197,0.64166019528286,0.6444494762859234,TP,959.7231600407614,4.17189284637116,1.9194463200815228,2.2524465262896376,1012.4873518323543
142,2026-05-18 07:00:20.569000+00:00,BUY,0.8387182354927063,40.03397258071726,0.6306704636733602,0.6271983191331533,SL,961.8629842407365,-5.295518819299518,1.9237259684814731,-7.219244787780991,1005.2681070445733
150,2026-05-18 19:01:08.162000+00:00,BUY,0.9572743773460388,62.15438295964356,0.6197774285740382,0.6250319912096215,TP,955.0047016923446,8.09666791813399,1.9100094033846893,6.1866585147493005,1011.4547655593226
158,2026-05-19 13:00:27.405000+00:00,BUY,0.8874058127403259,25.76544267371789,0.6294696932298628,0.6268509863851071,SL,960.8820272813564,-3.9974416066534797,1.9217640545627128,-5.919205661216193,1005.5355598981064
166,2026-05-20 00:00:21.563000+00:00,BUY,0.9725154638290405,20.934013631207552,0.6237664129354996,0.6213633362739753,SL,955.258781903201,-3.680159811273888,1.910517563806402,-5.59067737508029,999.9448825230261
174,2026-05-20 12:00:44.945000+00:00,BUY,0.9249040484428406,48.07402800828076,0.6245150026261611,0.628672931122316,TP,949.9476383968747,6.324610840309673,1.8998952767937494,4.424715563515924,1004.369598086542
182,2026-05-21 01:00:36.870000+00:00,SELL,0.9574974775314331,60.60667196621906,0.6769573460917656,0.6664828430268819,TP,947.7074427017297,14.663796132063483,1.8954148854034596,12.768381246660024,1017.1379793332021
190,2026-05-22 03:00:42.759000+00:00,SELL,0.7791402339935303,32.56473018035483,0.6801960816439767,0.6754125578218564,TP,966.2810803665419,6.795435450945238,1.9325621607330838,4.862873290212154,1022.0008526234143
198,2026-05-22 13:00:54.357000+00:00,BUY,0.7945763468742371,33.46096408857117,0.6663374187788507,0.6624681420211144,SL,970.9008099922436,-5.6378102629369655,1.9418016199844872,-7.579611882921453,1014.4212407404929
206,2026-05-23 10:00:42.439000+00:00,SELL,0.6071467399597168,87.73140549979257,0.636107522491151,0.6385042335412906,SL,963.7001787034682,-3.6310070006321147,1.9274003574069363,-5.558407358039051,1008.8628333824538
214,2026-05-24 08:00:39.288000+00:00,SELL,0.7344983816146851,84.61135367210285,0.6584924519241095,0.6526714452212069,TP,958.4196917133311,8.472333180669706,1.9168393834266622,6.555493797243043,1015.4183271796968
222,2026-05-24 17:00:58.707000+00:00,BUY,0.6748775243759155,48.54044371185221,0.654573552107202,0.6514349224991787,SL,964.6474108207119,-4.6254098033113085,1.9292948216414239,-6.554704624952732,1008.8636225547441
231,2026-05-25 09:00:47.633000+00:00,SELL,0.7498976588249207,75.76829359275469,0.6474381016316063,0.6503314021307997,SL,958.4204414270068,-4.2830323619040005,1.9168408828540138,-6.199873244758014,1002.6637493099861
243,2026-05-26 02:00:46.125000+00:00,BUY,0.9459503293037415,38.46285530591588,0.6404303934331115,0.6467782389073106,TP,952.5305618444868,9.44133332527785,1.9050611236889736,7.536272201588876,1010.200021511575
