timestamp,datetime,close,funding,oi,buy_ratio
1733817600000,2024-12-10 08:00:00+00:00,0.9717,0.0001,80714893.1,0.8904
1733821200000,2024-12-10 09:00:00+00:00,0.9878,0.0001,88512311.7,0.8857
1733824800000,2024-12-10 10:00:00+00:00,1.0077,0.0001,89779007.8,0.887
1733828400000,2024-12-10 11:00:00+00:00,0.9886,0.0001,90288184.6,0.8875
1733832000000,2024-12-10 12:00:00+00:00,0.9456,0.0001,88978136.1,0.8925
1733835600000,2024-12-10 13:00:00+00:00,0.9572,0.0001,89405611.4,0.8885
1733839200000,2024-12-10 14:00:00+00:00,0.9626,0.0001,89101780.8,0.8833
1733842800000,2024-12-10 15:00:00+00:00,0.9098,0.0001,88099116.3,0.8881
1733846400000,2024-12-10 16:00:00+00:00,0.9281,0.0001,89241159.2,0.8883
1733850000000,2024-12-10 17:00:00+00:00,0.8795,0.0001,88827240.8,0.8817
1733853600000,2024-12-10 18:00:00+00:00,0.9053,0.0001,86366800.3,0.8931
1733857200000,2024-12-10 19:00:00+00:00,0.9263,0.0001,84964270.5,0.8838
1733860800000,2024-12-10 20:00:00+00:00,0.933,0.0001,84157090.3,0.888
1733864400000,2024-12-10 21:00:00+00:00,0.938,0.0001,84105473.6,0.886
1733868000000,2024-12-10 22:00:00+00:00,0.9385,0.0001,84216426.4,0.8864
1733871600000,2024-12-10 23:00:00+00:00,0.9385,0.0001,84256206.2,0.8791
1733875200000,2024-12-11 00:00:00+00:00,0.9196,0.0001,84605943.4,0.8822
1733878800000,2024-12-11 01:00:00+00:00,0.8949,0.0001,82910702.7,0.8868
1733882400000,2024-12-11 02:00:00+00:00,0.9341,0.0001,83656653.2,0.8948
1733886000000,2024-12-11 03:00:00+00:00,0.9294,0.0001,82590158.7,0.8842
1733889600000,2024-12-11 04:00:00+00:00,0.9316,0.0001,82625042.3,0.8865
1733893200000,2024-12-11 05:00:00+00:00,0.9268,0.0001,83027815.5,0.8852
1733896800000,2024-12-11 06:00:00+00:00,0.9335,0.0001,83742751.0,0.8862
1733900400000,2024-12-11 07:00:00+00:00,0.9198,0.0001,84143631.6,0.8853
1733904000000,2024-12-11 08:00:00+00:00,0.9474,0.0001,84146110.9,0.8909
1733907600000,2024-12-11 09:00:00+00:00,0.9537,0.0001,84987648.2,0.8872
1733911200000,2024-12-11 10:00:00+00:00,0.9466,0.0001,84763181.3,0.8876
1733914800000,2024-12-11 11:00:00+00:00,0.9564,0.0001,85183869.5,0.8916
