timestamp,datetime,open,high,low,close,volume,ema20,ema50,ema100,rsi,atr,adx,momentum_3,momentum_3_atr,momentum_5,momentum_5_atr,momentum_10,momentum_10_atr,ema_slope_5,ema_slope_10,ema_gap_20_50,ema_gap_50_100,distance_ema20,distance_ema50,distance_ema100,volatility_10,volatility_20,volatility_ratio,return_1,return_3,return_5,return_10,volume_change,volume_ma20,volume_ratio,ema_cross,price_above_ema20,price_above_ema50,price_above_ema100,rsi_above_50,rsi_overbought,rsi_oversold,hour_utc,asia_hours,europe_hours,us_hours
1712163600000,2024-04-03 17:00:00+00:00,1.17015566,1.17302281,1.09704318,1.10275584,0.0,1.10275584,1.10275584,1.10275584,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0,0,0,0,0,0,0,17,0,0,1
1712167200000,2024-04-03 18:00:00+00:00,1.10382647,1.15490196,1.08109043,1.08109043,0.0,1.1006924676190475,1.1019062160784312,1.102326821980198,,,,,,,,,,,,-0.0011014988768302026,-0.0003815618865291661,-0.017808823259626464,-0.01889070573763852,-0.019265059650848567,,,,-0.019646606450980153,,,,0.0,,0.0,0,0,0,0,0,0,0,18,0,0,1
1712170800000,2024-04-03 19:00:00+00:00,1.08176799,1.13593524,1.05552823,1.10810516,0.0,1.1013984383219952,1.1021493119184926,1.1024412445152436,,,,,,,,,,,,-0.0006812811915562311,-0.00026480558324818305,0.0060892783616222825,0.0054038486592481285,0.005137612106703948,,,,0.024988409156484703,,,,0.0,,0.0,0,1,1,1,0,0,0,19,0,0,1
1712174400000,2024-04-03 20:00:00+00:00,1.10822034,1.10822034,1.04656403,1.10413526,0.0,1.1016590880056147,1.1022271922354145,1.1024747893763278,,,,0.001379420000000131,,,,,,,,-0.0005154148199221277,-0.00022458304108079508,0.002247675366492738,0.0017311020613763458,0.0015061302441301857,,,,-0.0035826022143963243,0.0012508843299348094,,,0.0,,0.0,0,1,1,1,0,0,0,20,0,0,1
1712178000000,2024-04-03 21:00:00+00:00,1.10413526,1.15308759,1.0701264,1.15269529,0.0,1.1065196786717466,1.1042063333242218,1.1034692547352125,,,,0.0716048600000001,,,,,,,,0.0020950299574522178,0.0006679647718734933,0.04173049265932655,0.043912949249039296,0.04461024632404022,,,,0.043980146055656144,0.06623392272559481,,,0.0,,0.0,1,1,1,1,0,0,0,21,0,0,1
1712181600000,2024-04-03 22:00:00+00:00,1.15276715,1.15404913,1.10410298,1.10649928,0.0,1.106517735941104,1.1042962528017033,1.1035292552355054,,,,-0.0016058800000000595,,0.0037434400000000423,,,,0.0037618959411040986,,0.002011673166292663,0.0006950405370390769,-1.6679299847229935e-05,0.001994960313145498,0.002691387428471995,,,,-0.04007651493049824,-0.0014492126361004276,0.003394622693632776,,0.0,,0.0,1,0,1,1,0,0,0,22,0,0,1
1712185200000,2024-04-03 23:00:00+00:00,1.106222,1.14589512,1.06611276,1.13347623,0.0,1.1090852115657608,1.105440565633009,1.1041222646367825,,,,0.029340970000000022,,0.05238580000000015,,,,0.0083927439467133,,0.0032970075877949874,0.0011939809914611411,0.021992014842379035,0.025361530269980247,0.02658579244649811,,,,0.024380449664639814,0.026573709818849656,0.04845644596076948,,0.0,,0.0,1,1,1,1,0,0,0,23,0,0,1
1712188800000,2024-04-04 00:00:00+00:00,1.1335,1.16121784,1.0922921,1.10814207,0.0,1.1089953885594979,1.1055465069807342,1.1042018647429848,,,,-0.04455322000000006,,3.69099999999456e-05,,,,0.00759695023750262,,0.003119616910716398,0.0012177503776098048,-0.000769451855526209,0.0023477646601697075,0.003568374029080973,,,,-0.022350852474427363,-0.03865134210793908,3.330911300869488e-05,,0.0,,0.0,1,0,1,1,0,0,0,0,1,0,0
1712192400000,2024-04-04 01:00:00+00:00,1.10813707,1.12288449,1.070098,1.07698221,0.0,1.1059465144109744,1.1044263384716857,1.1036628616787671,,,,-0.029517070000000034,,-0.027153050000000123,,,,0.004287426405359618,,0.001376439411424138,0.0006917663168954901,-0.026189606851263123,-0.02484921584687877,-0.024174639380507415,,,,-0.028119011851973186,-0.026676086043182945,-0.024592141002724777,,0.0,,0.0,1,0,0,0,0,0,0,1,1,0,0
1712196000000,2024-04-04 02:00:00+00:00,1.07698221,1.09559227,1.01499506,1.06092951,0.0,1.1016591806575484,1.1027205804924038,1.1028166566950293,,,,-0.07254672000000006,,-0.09176578000000002,,,,-0.004860498014198189,,-0.0009625283626977472,-8.711892592668605e-05,-0.036971207949450455,-0.037898150475893656,-0.03798196775565627,0.02664391804059267,,,-0.014905260134241094,-0.06400374183409219,-0.07960974664865683,,0.0,,0.0,0,0,0,0,0,0,0,2,1,0,0
1712199600000,2024-04-04 03:00:00+00:00,1.0609244,1.07591773,0.95240293,0.95644237,0.0,1.0878290082139723,1.096984180080937,1.099918155968395,,,,-0.1516997,,-0.15005691,,-0.14631346999999995,,-0.018688727727131704,-0.014926831786027606,-0.00834576471857676,-0.002667449274780101,-0.12077875954932087,-0.12811653315769744,-0.1304422380790187,0.053611972624426074,,,-0.09848641122255142,-0.1368955336205221,-0.1356141054154143,-0.1326798414416014,0.0,,0.0,0,0,0,0,0,0,0,3,1,0,0
1712203200000,2024-04-04 04:00:00+00:00,0.95633287,0.9956653,0.9115,0.98657682,0.0,1.0781859426697846,1.0926544796856061,1.0976737730779316,,,,-0.09040538999999992,,-0.14689941000000006,,-0.09451360999999991,,-0.030899268895976162,-0.022506524949262863,-0.013241639772502797,-0.004572664042292374,-0.08496597761501024,-0.09708252851901653,-0.10121126677401518,0.0626936655088171,,,0.03150681206228878,-0.083943252878801,-0.1296007857174032,-0.08742433322622223,0.0,,0.0,0,0,0,0,0,0,0,4,1,0,0
1712206800000,2024-04-04 05:00:00+00:00,0.98676877,1.04333305,0.97382996,1.04204621,0.0,1.0747440633679004,1.0906698416587197,1.096572237175398,,,,-0.018883299999999936,,-0.0660958599999999,,-0.06605894999999995,,-0.03425132519159746,-0.02665437495409484,-0.01460183245425065,-0.005382587044038844,-0.030423851112427076,-0.044581439590121,-0.049724063155017456,0.06281294402813026,,,0.05622409616313506,-0.01779882623870077,-0.05964565536258348,-0.05961433299344976,0.0,,0.0,0,0,0,0,0,0,0,5,1,0,0
1712210400000,2024-04-04 06:00:00+00:00,1.04204621,1.06972699,1.01405389,1.01444495,0.0,1.0690012906661956,1.0876806302211228,1.0949459542610338,40.49647972846281,0.07426499357142854,,0.058002579999999915,0.7810218140452896,-0.06253726000000004,-0.8420826151288792,-0.08969031000000016,-1.2077064264811084,-0.03694522374477871,-0.03265779733941909,-0.017173551717209985,-0.00663532662194969,-0.05103486884673965,-0.06733197060442912,-0.07352052760931892,0.06422774645971424,,,-0.02648755855078655,0.060644092962966356,-0.05806712443281681,-0.08123127052386692,0.0,,0.0,0,0,0,0,0,0,0,6,1,0,0
1712214000000,2024-04-04 07:00:00+00:00,1.01443963,1.0364852,0.98612722,1.00368453,0.0,1.0627806467932246,1.084386665506569,1.0931387973449735,39.57983005607189,0.07243487571428571,,0.017107709999999887,0.236180566765157,-0.05724498000000011,-0.7902958269026183,-0.14901076000000013,-2.057168712288614,-0.03887853386432383,-0.04373903187852202,-0.019924644410148025,-0.008006423209617815,-0.055605187177130505,-0.07442191800541448,-0.08183248784340948,0.05833324661402119,,,-0.010607199533104295,0.017340474307920406,-0.053957383087590904,-0.1292715961388201,0.0,,0.0,0,0,0,0,0,0,0,7,1,0,0
1712217600000,2024-04-04 08:00:00+00:00,1.00349999,1.03272066,0.95221003,0.95707331,0.0,1.052713281384346,1.0793939848984684,1.0904444312589345,37.606423638213975,0.07291338285714286,,-0.08497290000000013,-1.1653951122432455,0.0006309399999999687,0.008653281129850997,-0.14942597000000002,-2.049362738946247,-0.03511572682962627,-0.053804454556757975,-0.024718225122041318,-0.010133892240339204,-0.09085092121046115,-0.11332347280947745,-0.1223089571880644,0.06102209116957792,,,-0.046440110021422676,-0.0815442723984382,0.0006596738285444825,-0.13504389266299388,0.0,,0.0,0,0,0,0,0,0,0,8,0,1,0
1712221200000,2024-04-04 09:00:00+00:00,0.95707331,1.02032069,0.95707331,1.01549999,0.0,1.0491691583953606,1.076888338039705,1.0889603829171732,41.2922536949238,0.07168769499999998,,0.001055040000000007,0.01471717008037837,0.028923169999999887,0.40346073338801636,-0.11797624000000018,-1.6456972148198445,-0.029016784274424,-0.05991605317040016,-0.025740068552303878,-0.011085843954320777,-0.032091267767367024,-0.05700530488740853,-0.06745919692717901,0.050070383712235045,,,0.061047235765042895,0.0010400170063442626,0.02931669325050623,-0.10408355894679866,0.0,,0.0,0,0,0,0,0,0,0,9,0,1,0
1712224800000,2024-04-04 10:00:00+00:00,1.01549999,1.1344525,1.0125625,1.102225,0.0,1.0542220956910406,1.0778819326263833,1.0892230486019816,49.84456674639092,0.07599010142857142,,0.0985404700000001,1.2967540264613102,0.060178789999999927,0.7919293285293794,-0.005917069999999969,-0.0778663258593487,-0.020521967676859765,-0.054773292868457224,-0.02195030477751011,-0.010412115305624681,0.045533957697450854,0.02258416867075545,0.011936904396849187,0.04896443074086905,,,0.08540129084590165,0.0981787275330428,0.05775059630033108,-0.005339631226165764,0.0,,0.0,0,1,1,1,0,0,0,10,0,1,0
1712228400000,2024-04-04 11:00:00+00:00,1.10227156,1.16516983,1.0855,1.12367223,0.0,1.0608363941966559,1.0796776305626037,1.0899052106098632,47.529458146818726,0.07575500428571427,,0.16659891999999998,2.199180391693512,0.10922728000000004,1.441849037280776,0.04669002,0.6163291843175088,-0.008164896469539773,-0.04511012021431848,-0.017450798120280102,-0.009383917011945702,0.05923235302543404,0.04074790307031793,0.030981611117549553,0.0564821333600334,,,0.01945812334142305,0.1740712213571185,0.10767196386556033,0.04335263810903611,0.0,,0.0,0,1,1,1,0,0,0,11,0,1,0
1712232000000,2024-04-04 12:00:00+00:00,1.12367223,1.15554022,1.09039549,1.09109589,0.0,1.0637182509398315,1.0801254054425016,1.0899287884195688,48.65768661325191,0.07684061714285716,,0.07559590000000016,0.9838013125073332,0.08741136000000016,1.1375671259426896,0.030166380000000048,0.3925837808346081,0.0009376041466069296,-0.0379409297177169,-0.015190045915023397,-0.008994516964060924,0.02573767916076811,0.010156676717546506,0.0010708053524511277,0.05927603020274347,0.0587339334211374,1.0092297033251607,-0.0289909629607914,0.07444204898515072,0.08709047254120783,0.028433915463431658,0.0,0.0,0.0,0,1,1,1,0,0,0,12,0,1,0
1712235600000,2024-04-04 13:00:00+00:00,1.09109589,1.13254709,1.07311754,1.09589979,0.0,1.0667831594217523,1.0807440087584819,1.090047026074627,46.593805511087965,0.07538684500000002,,-0.00632520999999997,-0.08390336536720783,0.13882648000000009,1.8415212892668278,0.13945742000000005,1.8498906539748428,0.014069878037406225,-0.021045848792220045,-0.012917813305996825,-0.008534510065714894,0.027293860351154282,0.014023470052741297,0.005369276540705032,0.05658027540693473,0.05853009615520922,0.9666868691951117,0.0044028210939370815,-0.005738583320102464,0.14505313077845639,0.1458084923611238,0.0,0.0,0.0,0,1,1,1,0,0,0,13,0,1,0
1712239200000,2024-04-04 14:00:00+00:00,1.09593558,1.14962997,1.08935101,1.1001008,0.0,1.069956268048252,1.0815030986110905,1.0902461107068127,49.242042623072635,0.07476921785714288,,-0.023571429999999838,-0.31525580546691173,0.08460081000000019,1.1314925101999924,0.11352398000000008,1.5183250975740483,0.020787109652891322,-0.008229674621532679,-0.010676650466981357,-0.008019301339259979,0.02817361125114746,0.01719616098444499,0.009038958448372318,0.055327037008203045,0.05894037245049546,0.9386950693895602,0.003833388817421124,-0.020977140282268825,0.08330951337577086,0.11506856607476346,0.0,0.0,0.0,0,1,1,1,0,0,0,14,0,1,0
1712242800000,2024-04-04 15:00:00+00:00,1.1001008,1.11771407,1.03265751,1.03560716,0.0,1.0666849244246088,1.079703257881244,1.089164151286876,46.330635396873966,0.0770742228571429,,-0.055488729999999986,-0.7199388841341732,-0.06661783999999993,-0.8643335933806532,-0.006439050000000002,-0.08354349562305986,0.012462828733568188,-0.008059138943291577,-0.012057325345270922,-0.008686379729304314,-0.029134905456120113,-0.04084094176740288,-0.04917256156801313,0.05552615205154522,0.05850617641327295,0.9490647903286886,-0.058625209617155116,-0.05085596097332934,-0.06043942026355775,-0.006179236523493503,0.0,0.0,0.0,0,0,0,0,0,0,0,15,0,1,0
1712246400000,2024-04-04 16:00:00+00:00,1.03590029,1.0612875,1.01467494,1.02606238,0.0,1.0628161106698841,1.0775996940427637,1.087914611261393,46.87168250482344,0.07464674785714287,,-0.0698374100000001,-0.9355720376823068,-0.09760985,-1.3076236112187463,0.01161743000000004,0.1556320982941891,0.0019797164732282546,-0.006185179996311518,-0.013718993662111373,-0.00948136656300646,-0.03458145797835529,-0.04782602883763504,-0.056853939289978964,0.054723966085476444,0.05824649455102293,0.9395237688784801,-0.009216602944305818,-0.06372609123321404,-0.08686683482424407,0.011452006341004628,0.0,0.0,0.0,0,0,0,0,0,0,0,16,0,0,1
