timestamp,datetime,open,high,low,close,volume
1712163600000,2024-04-03 17:00:00+00:00,1.17015566,1.17302281,1.09704318,1.10275584,0.0
1712167200000,2024-04-03 18:00:00+00:00,1.10382647,1.15490196,1.08109043,1.08109043,0.0
1712170800000,2024-04-03 19:00:00+00:00,1.08176799,1.13593524,1.05552823,1.10810516,0.0
1712174400000,2024-04-03 20:00:00+00:00,1.10822034,1.10822034,1.04656403,1.10413526,0.0
1712178000000,2024-04-03 21:00:00+00:00,1.10413526,1.15308759,1.0701264,1.15269529,0.0
1712181600000,2024-04-03 22:00:00+00:00,1.15276715,1.15404913,1.10410298,1.10649928,0.0
1712185200000,2024-04-03 23:00:00+00:00,1.106222,1.14589512,1.06611276,1.13347623,0.0
1712188800000,2024-04-04 00:00:00+00:00,1.1335,1.16121784,1.0922921,1.10814207,0.0
1712192400000,2024-04-04 01:00:00+00:00,1.10813707,1.12288449,1.070098,1.07698221,0.0
1712196000000,2024-04-04 02:00:00+00:00,1.07698221,1.09559227,1.01499506,1.06092951,0.0
1712199600000,2024-04-04 03:00:00+00:00,1.0609244,1.07591773,0.95240293,0.95644237,0.0
1712203200000,2024-04-04 04:00:00+00:00,0.95633287,0.9956653,0.9115,0.98657682,0.0
1712206800000,2024-04-04 05:00:00+00:00,0.98676877,1.04333305,0.97382996,1.04204621,0.0
1712210400000,2024-04-04 06:00:00+00:00,1.04204621,1.06972699,1.01405389,1.01444495,0.0
1712214000000,2024-04-04 07:00:00+00:00,1.01443963,1.0364852,0.98612722,1.00368453,0.0
1712217600000,2024-04-04 08:00:00+00:00,1.00349999,1.03272066,0.95221003,0.95707331,0.0
1712221200000,2024-04-04 09:00:00+00:00,0.95707331,1.02032069,0.95707331,1.01549999,0.0
1712224800000,2024-04-04 10:00:00+00:00,1.01549999,1.1344525,1.0125625,1.102225,0.0
1712228400000,2024-04-04 11:00:00+00:00,1.10227156,1.16516983,1.0855,1.12367223,0.0
1712232000000,2024-04-04 12:00:00+00:00,1.12367223,1.15554022,1.09039549,1.09109589,0.0
1712235600000,2024-04-04 13:00:00+00:00,1.09109589,1.13254709,1.07311754,1.09589979,0.0
1712239200000,2024-04-04 14:00:00+00:00,1.09593558,1.14962997,1.08935101,1.1001008,0.0
1712242800000,2024-04-04 15:00:00+00:00,1.1001008,1.11771407,1.03265751,1.03560716,0.0
1712246400000,2024-04-04 16:00:00+00:00,1.03590029,1.0612875,1.01467494,1.02606238,0.0
1712250000000,2024-04-04 17:00:00+00:00,1.02606238,1.05407974,1.00900711,1.0485,0.0
1712253600000,2024-04-04 18:00:00+00:00,1.0485,1.04850186,0.97495914,0.97588607,0.0
1712257200000,2024-04-04 19:00:00+00:00,0.97588607,1.0103042,0.97588607,1.00200836,0.0
1712260800000,2024-04-04 20:00:00+00:00,1.00200836,1.00707472,0.93082858,0.9812002,0.0
1712264400000,2024-04-04 21:00:00+00:00,0.96882507,0.97751405,0.93588898,0.94201462,0.0
1712268000000,2024-04-04 22:00:00+00:00,0.94172833,0.9825,0.94006904,0.97467407,0.0
1712271600000,2024-04-04 23:00:00+00:00,0.97467407,1.00408782,0.9586913,0.97199111,0.0
1712275200000,2024-04-05 00:00:00+00:00,0.97199111,1.00965918,0.95403019,0.974899,0.0
1712278800000,2024-04-05 01:00:00+00:00,0.97489963,1.04213061,0.97004405,1.01511452,0.0
